Name,ProfileURL,Position,Team,GP,GS,MPG,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,GP,GS,MPG,OREB,DREB,REB,RPG,GP,GS,AST,APG,TO,TOPG,A/TO,GP,GS,STL,SPG,GP,GS,BLK,BPG
Javon Jackson,https://www.cbssports.com/college-basketball/players/29230761/javon-jackson/,G,ILLCHI,31,29,25.5,11.6,117,306,38.2,41,134,30.6,84,103,81.6,31,29,25.5,7,52,59,1.9,31,29,83,2.7,69,2.2,1.2,31,29,48,1.50,31,29,3,0.10
Javon Ruffin,https://www.cbssports.com/college-basketball/players/26778791/javon-ruffin/,G,COLO,33,10,20.2,5.6,65,175,37.1,28,89,31.5,26,33,78.8,33,10,20.2,9,57,66,2.0,33,10,68,2.1,53,1.6,1.3,33,10,18,0.50,33,10,7,0.20
Javon Small,https://www.cbssports.com/college-basketball/players/26775719/javon-small/,G,WVU,32,32,36.1,18.6,183,438,41.8,83,235,35.3,146,166,88.0,32,32,36.1,15,116,131,4.1,32,32,180,5.6,87,2.7,2.1,32,32,49,1.50,32,32,11,0.30
Javontae Campbell,https://www.cbssports.com/college-basketball/players/29555850/javontae-campbell/,G,BGREEN,32,31,30.6,14.9,158,321,49.2,12,48,25.0,149,195,76.4,32,31,30.6,23,109,132,4.1,32,31,98,3.1,88,2.8,1.1,32,31,90,2.80,32,31,10,0.30
Javonte Brown,https://www.cbssports.com/college-basketball/players/3178388/javonte-brown/,C,RI,31,31,20.2,8.1,98,149,65.8,0,0,—,56,95,58.9,31,31,20.2,68,112,180,5.8,31,31,17,0.5,31,1.0,0.5,31,31,15,0.50,31,31,47,1.50
Javonte Johnson,https://www.cbssports.com/college-basketball/players/3177737/javonte-johnson/,G,CALBPTST,32,11,25.7,6.7,73,177,41.2,51,137,37.2,18,21,85.7,32,11,25.7,25,70,95,3.0,32,11,22,0.7,31,1.0,0.7,32,11,24,0.80,32,11,1,0.00
Javoy Thompson,https://www.cbssports.com/college-basketball/players/29233497/javoy-thompson/,G,NCASHV,13,0,6.5,1.8,9,18,50.0,1,3,33.3,5,8,62.5,13,0,6.5,9,9,18,1.4,13,0,10,0.8,5,0.4,2.0,13,0,5,0.40,13,0,2,0.20
Jawarie Hamelin,https://www.cbssports.com/college-basketball/players/29556729/jawarie-hamelin/,G,NH,26,16,25.1,5.1,51,145,35.2,16,62,25.8,15,20,75.0,26,16,25.1,8,63,71,2.7,26,16,76,2.9,69,2.7,1.1,26,16,34,1.30,26,16,9,0.30
Jaxon Edwards,https://www.cbssports.com/college-basketball/players/28955054/jaxon-edwards/,G,STBON,5,0,7.2,1.2,3,6,50.0,0,2,0.0,0,2,0.0,5,0,7.2,3,8,11,2.2,5,0,3,0.6,4,0.8,0.8,5,0,4,0.80,5,0,1,0.20
Jaxon Ellingsworth,https://www.cbssports.com/college-basketball/players/28955201/jaxon-ellingsworth/,F,TXARL,28,1,12.4,5.1,48,98,49.0,11,33,33.3,36,47,76.6,28,1,12.4,28,49,77,2.8,28,1,9,0.3,16,0.6,0.6,28,1,6,0.20,28,1,8,0.30
Jaxon Hartman,https://www.cbssports.com/college-basketball/players/29556960/jaxon-hartman/,G,MOUNT,2,0,2,0.0,0,0,—,0,0,—,0,0,—,2,0,2,0,1,1,0.5,2,0,0,0.0,0,0.0,—,2,0,0,0.00,2,0,0,0.00
Jaxon Kohler,https://www.cbssports.com/college-basketball/players/28954115/jaxon-kohler/,F,MICHST,37,34,20.7,7.8,112,216,51.9,19,51,37.3,46,56,82.1,37,34,20.7,93,183,276,7.5,37,34,48,1.3,47,1.3,1.0,37,34,13,0.40,37,34,29,0.80
Jaxon Olvera,https://www.cbssports.com/college-basketball/players/29556831/jaxon-olvera/,G,PEPPER,35,7,16.2,5.9,82,185,44.3,21,64,32.8,22,35,62.9,35,7,16.2,19,37,56,1.6,35,7,22,0.6,22,0.6,1.0,35,7,13,0.40,35,7,3,0.10
Jaxon Pardon,https://www.cbssports.com/college-basketball/players/29557890/jaxon-pardon/,G,BGREEN,9,0,2.7,0.6,2,6,33.3,1,3,33.3,0,0,—,9,0,2.7,1,4,5,0.6,9,0,1,0.1,1,0.1,1.0,9,0,1,0.10,9,0,0,0.00
Jaxon Pollard,https://www.cbssports.com/college-basketball/players/29233806/jaxon-pollard/,F,QUEENC,31,0,17.5,8.2,99,194,51.0,25,60,41.7,30,50,60.0,31,0,17.5,64,89,153,4.9,31,0,39,1.3,40,1.3,1.0,31,0,25,0.80,31,0,2,0.10
Jaxon Prunty,https://www.cbssports.com/college-basketball/players/29556348/jaxon-prunty/,G,CHARLS,5,1,22,6.6,9,28,32.1,4,13,30.8,11,15,73.3,5,1,22,3,8,11,2.2,5,1,3,0.6,5,1.0,0.6,5,1,2,0.40,5,1,0,0.00
Jaxon Smith,https://www.cbssports.com/college-basketball/players/29232255/jaxon-smith/,G,UTAHST,11,0,2.3,1.3,4,12,33.3,4,11,36.4,2,2,100.0,11,0,2.3,0,1,1,0.1,11,0,1,0.1,0,0.0,—,11,0,0,0.00,11,0,0,0.00
Jaxson Bell,https://www.cbssports.com/college-basketball/players/29555721/jaxson-bell/,G,ARMY,3,0,1.3,1.0,1,2,50.0,1,1,100.0,0,0,—,3,0,1.3,0,2,2,0.7,3,0,0,0.0,1,0.3,0.0,3,0,0,0.00,3,0,0,0.00
Jaxson Ford,https://www.cbssports.com/college-basketball/players/29557758/jaxson-ford/,F,SAMHOU,29,0,9.3,2.4,30,58,51.7,0,1,0.0,9,25,36.0,29,0,9.3,30,43,73,2.5,29,0,6,0.2,14,0.5,0.4,29,0,6,0.20,29,0,6,0.20
Jaxson Jones,https://www.cbssports.com/college-basketball/players/29232222/jaxson-jones/,G,ETNST,8,0,1.8,0.5,1,9,11.1,1,7,14.3,1,2,50.0,8,0,1.8,0,0,0,0.0,8,0,1,0.1,0,0.0,—,8,0,1,0.10,8,0,0,0.00
Jaxson Robinson,https://www.cbssports.com/college-basketball/players/3178511/jaxson-robinson/,G,UK,24,24,28,13.0,111,257,43.2,62,165,37.6,29,38,76.3,24,24,28,15,69,84,3.5,24,24,41,1.7,22,0.9,1.9,24,24,14,0.60,24,24,11,0.50
Jaxton Bobik,https://www.cbssports.com/college-basketball/players/29556333/jaxton-bobik/,F,OKLAST,1,0,2,0.0,0,0,—,0,0,—,0,0,—,1,0,2,0,0,0,0.0,1,0,0,0.0,0,0.0,—,1,0,0,0.00,1,0,0,0.00
Jay Alvarez,https://www.cbssports.com/college-basketball/players/29232654/jay-alvarez/,F,RIDER,33,27,26,9.8,123,303,40.6,34,109,31.2,45,58,77.6,33,27,26,46,96,142,4.3,33,27,28,0.8,35,1.1,0.8,33,27,24,0.70,33,27,2,0.10
Jay Young,https://www.cbssports.com/college-basketball/players/28956008/jay-young/,G,MD,36,0,10.2,1.8,22,60,36.7,12,32,37.5,9,12,75.0,36,0,10.2,16,27,43,1.2,36,0,28,0.8,13,0.4,2.2,36,0,19,0.50,36,0,6,0.20
Jayan Walker,https://www.cbssports.com/college-basketball/players/29559636/jayan-walker/,G,INDST,27,0,10.7,2.6,21,51,41.2,7,24,29.2,20,25,80.0,27,0,10.7,12,33,45,1.7,27,0,11,0.4,12,0.4,0.9,27,0,14,0.50,27,0,2,0.10
Jayce Depron,https://www.cbssports.com/college-basketball/players/29559795/jayce-depron/,G,STHRN,19,1,6.1,3.3,23,63,36.5,14,47,29.8,3,4,75.0,19,1,6.1,2,13,15,0.8,19,1,3,0.2,4,0.2,0.8,19,1,3,0.20,19,1,1,0.10
Jayce Nathaniel,https://www.cbssports.com/college-basketball/players/29560041/jayce-nathaniel/,F,ILLCHI,3,0,9.7,4.3,5,6,83.3,0,0,—,3,6,50.0,3,0,9.7,3,7,10,3.3,3,0,1,0.3,0,0.0,—,3,0,0,0.00,3,0,3,1.00
Jayden Barrs,https://www.cbssports.com/college-basketball/players/29252797/jayden-barrs/,G,LAMAR,17,0,11.2,2.9,19,59,32.2,5,24,20.8,7,8,87.5,17,0,11.2,2,16,18,1.1,17,0,15,0.9,11,0.6,1.4,17,0,11,0.60,17,0,4,0.20
Jayden Brewer,https://www.cbssports.com/college-basketball/players/28955513/jayden-brewer/,G,FIU,31,28,26.7,14.5,160,333,48.0,14,66,21.2,116,171,67.8,31,28,26.7,35,125,160,5.2,31,28,54,1.7,54,1.7,1.0,31,28,37,1.20,31,28,15,0.50
Jayden Brown,https://www.cbssports.com/college-basketball/players/26776589/jayden-brown/,F,CCTST,32,32,27.3,10.1,125,271,46.1,30,92,32.6,42,64,65.6,32,32,27.3,39,113,152,4.8,32,32,39,1.2,43,1.3,0.9,32,32,14,0.40,32,32,28,0.90
Jayden Brown,https://www.cbssports.com/college-basketball/players/29556876/jayden-brown/,G,BRYANT,13,0,1.7,0.5,2,5,40.0,1,2,50.0,2,3,66.7,13,0,1.7,1,1,2,0.2,13,0,1,0.1,0,0.0,—,13,0,0,0.00,13,0,1,0.10
Jayden Cooper,https://www.cbssports.com/college-basketball/players/29555781/jayden-cooper/,G,SALAB,27,0,13.2,3.8,38,121,31.4,20,78,25.6,7,16,43.8,27,0,13.2,4,24,28,1.0,27,0,19,0.7,8,0.3,2.4,27,0,16,0.60,27,0,1,0.00
Jayden Dawson,https://www.cbssports.com/college-basketball/players/28954100/jayden-dawson/,G,LOYCHI,32,32,29.4,13.9,150,366,41.0,86,237,36.3,59,80,73.8,32,32,29.4,10,88,98,3.1,32,32,61,1.9,38,1.2,1.6,32,32,31,1.00,32,32,20,0.60
Jayden Epps,https://www.cbssports.com/college-basketball/players/28952015/jayden-epps/,G,GTOWN,27,22,30.6,12.8,118,300,39.3,53,154,34.4,57,76,75.0,27,22,30.6,7,51,58,2.1,27,22,62,2.3,48,1.8,1.3,27,22,38,1.40,27,22,3,0.10
Jayden Hastings,https://www.cbssports.com/college-basketball/players/29234926/jayden-hastings/,F,BC,31,5,14.9,4.0,54,89,60.7,0,1,0.0,15,36,41.7,31,5,14.9,36,60,96,3.1,31,5,10,0.3,28,0.9,0.4,31,5,13,0.40,31,5,39,1.30
Jayden Henriquez,https://www.cbssports.com/college-basketball/players/29234076/jayden-henriquez/,G,HOFSTRA,2,0,2.5,1.0,1,3,33.3,0,1,0.0,0,0,—,2,0,2.5,0,0,0,0.0,2,0,0,0.0,0,0.0,—,2,0,0,0.00,2,0,0,0.00
Jayden Jackson,https://www.cbssports.com/college-basketball/players/26778947/jayden-jackson/,G,NAU,33,33,32.1,12.7,151,314,48.1,27,75,36.0,90,111,81.1,33,33,32.1,63,59,122,3.7,33,33,111,3.4,58,1.8,1.9,33,33,26,0.80,33,33,7,0.20
Jayden Johnson,https://www.cbssports.com/college-basketball/players/29569147/jayden-johnson/,G,SCST,32,12,15.8,4.9,59,140,42.1,13,46,28.3,25,32,78.1,32,12,15.8,18,51,69,2.2,32,12,73,2.3,49,1.5,1.5,32,12,35,1.10,32,12,1,0.00
Jayden Karapetian,https://www.cbssports.com/college-basketball/players/29269428/jayden-karapetian/,G,CAL,2,0,1.5,0.0,0,0,—,0,0,—,0,0,—,2,0,1.5,0,1,1,0.5,2,0,0,0.0,0,0.0,—,2,0,0,0.00,2,0,0,0.00
Jayden Lemond,https://www.cbssports.com/college-basketball/players/29231292/jayden-lemond/,G,BING,21,9,12.7,1.2,10,37,27.0,0,1,0.0,5,11,45.5,21,9,12.7,2,18,20,1.0,21,9,36,1.7,29,1.4,1.2,21,9,8,0.40,21,9,2,0.10
Jayden Mojica,https://www.cbssports.com/college-basketball/players/29242071/jayden-mojica/,G,UCRIV,4,0,2,0.5,0,5,0.0,0,2,0.0,2,4,50.0,4,0,2,2,0,2,0.5,4,0,0,0.0,2,0.5,0.0,4,0,0,0.00,4,0,0,0.00
Jayden Mott,https://www.cbssports.com/college-basketball/players/29559201/jayden-mott/,F,NILL,29,6,11,2.7,29,49,59.2,3,5,60.0,17,37,45.9,29,6,11,23,36,59,2.0,29,6,10,0.3,16,0.6,0.6,29,6,11,0.40,29,6,2,0.10
Jayden Ndjigue,https://www.cbssports.com/college-basketball/players/29234317/jayden-ndjigue/,G,UMASS,31,25,25.3,4.7,48,124,38.7,8,38,21.1,41,65,63.1,31,25,25.3,60,86,146,4.7,31,25,53,1.7,33,1.1,1.6,31,25,33,1.10,31,25,19,0.60
Jayden Nunn,https://www.cbssports.com/college-basketball/players/26776106/jayden-nunn/,G,BAYLOR,34,22,28,8.6,102,252,40.5,64,155,41.3,25,40,62.5,34,22,28,22,67,89,2.6,34,22,54,1.6,25,0.7,2.2,34,22,32,0.90,34,22,6,0.20
Jayden Pierre,https://www.cbssports.com/college-basketball/players/28955819/jayden-pierre/,G,PROV,32,32,34.2,12.3,136,342,39.8,67,196,34.2,54,68,79.4,32,32,34.2,24,66,90,2.8,32,32,101,3.2,75,2.3,1.3,32,32,20,0.60,32,32,8,0.30
Jayden Quaintance,https://www.cbssports.com/college-basketball/players/29556936/jayden-quaintance/,F,ARIZST,24,24,29.6,9.4,93,177,52.5,6,32,18.8,34,71,47.9,24,24,29.6,72,117,189,7.9,24,24,37,1.5,46,1.9,0.8,24,24,27,1.10,24,24,63,2.60
Jayden Reid,https://www.cbssports.com/college-basketball/players/29235124/jayden-reid/,G,SFLA,31,23,29.1,12.7,125,317,39.4,58,160,36.3,85,108,78.7,31,23,29.1,11,70,81,2.6,31,23,111,3.6,80,2.6,1.4,31,23,56,1.80,31,23,1,0.00
Jayden Ross,https://www.cbssports.com/college-basketball/players/29231709/jayden-ross/,F,UCONN,33,1,11.4,2.4,32,79,40.5,10,45,22.2,4,6,66.7,33,1,11.4,9,40,49,1.5,33,1,27,0.8,11,0.3,2.5,33,1,9,0.30,33,1,13,0.40
Jayden Socka,https://www.cbssports.com/college-basketball/players/29558550/jayden-socka/,F,MORGAN,1,0,1,0.0,0,0,—,0,0,—,0,0,—,1,0,1,0,1,1,1.0,1,0,0,0.0,0,0.0,—,1,0,0,0.00,1,0,0,0.00
Jayden Stevens,https://www.cbssports.com/college-basketball/players/28952375/jayden-stevens/,F,IDAHO,13,0,4.6,1.5,6,12,50.0,1,3,33.3,7,12,58.3,13,0,4.6,6,7,13,1.0,13,0,1,0.1,2,0.2,0.5,13,0,0,0.00,13,0,2,0.20
Jayden Taylor,https://www.cbssports.com/college-basketball/players/26777978/jayden-taylor/,G,NCST,31,31,29,10.6,110,273,40.3,41,129,31.8,67,89,75.3,31,31,29,10,76,86,2.8,31,31,51,1.6,52,1.7,1.0,31,31,42,1.40,31,31,8,0.30
Jayden Williams,https://www.cbssports.com/college-basketball/players/28954883/jayden-williams/,F,DART,26,5,19.2,7.6,67,160,41.9,37,105,35.2,27,40,67.5,26,5,19.2,19,60,79,3.0,26,5,17,0.7,25,1.0,0.7,26,5,10,0.40,26,5,6,0.20
Jayden Williams,https://www.cbssports.com/college-basketball/players/29555571/jayden-williams/,G,BUCK,30,0,14.3,2.8,31,106,29.2,16,54,29.6,7,13,53.8,30,0,14.3,6,28,34,1.1,30,0,45,1.5,30,1.0,1.5,30,0,9,0.30,30,0,0,0.00
Jayden Williams,https://www.cbssports.com/college-basketball/players/29556552/jayden-williams/,F,UIW,36,13,16.6,4.9,72,116,62.1,0,0,—,33,57,57.9,36,13,16.6,79,79,158,4.4,36,13,10,0.3,18,0.5,0.6,36,13,27,0.80,36,13,51,1.40
Jaydon Young,https://www.cbssports.com/college-basketball/players/29231130/jaydon-young/,G,VATECH,32,10,22.3,8.1,91,261,34.9,45,151,29.8,31,38,81.6,32,10,22.3,5,49,54,1.7,32,10,46,1.4,35,1.1,1.3,32,10,18,0.60,32,10,0,0.00
Jaye Nash,https://www.cbssports.com/college-basketball/players/29559618/jaye-nash/,G,TULSA,21,0,6.7,1.2,6,27,22.2,2,9,22.2,11,21,52.4,21,0,6.7,6,12,18,0.9,21,0,30,1.4,12,0.6,2.5,21,0,4,0.20,21,0,0,0.00
Jaylan Ouwinga,https://www.cbssports.com/college-basketball/players/29559471/jaylan-ouwinga/,F,TOLEDO,32,12,11.3,3.0,38,74,51.4,5,10,50.0,15,23,65.2,32,12,11.3,16,43,59,1.8,32,12,14,0.4,16,0.5,0.9,32,12,9,0.30,32,12,13,0.40
Jaylani Darden,https://www.cbssports.com/college-basketball/players/26779100/jaylani-darden/,G,NORFLK,33,28,24.8,6.6,82,180,45.6,15,55,27.3,39,50,78.0,33,28,24.8,35,122,157,4.8,33,28,81,2.5,50,1.5,1.6,33,28,46,1.40,33,28,7,0.20
Jaylen Benard,https://www.cbssports.com/college-basketball/players/29232381/jaylen-benard/,G,LONGWD,32,7,16.4,5.3,60,141,42.6,24,72,33.3,26,34,76.5,32,7,16.4,32,63,95,3.0,32,7,14,0.4,26,0.8,0.5,32,7,11,0.30,32,7,2,0.10
Jaylen Blakes,https://www.cbssports.com/college-basketball/players/26776793/jaylen-blakes/,G,STNFRD,32,32,31.1,13.1,127,291,43.6,31,103,30.1,135,165,81.8,32,32,31.1,30,63,93,2.9,32,32,149,4.7,62,1.9,2.4,32,32,54,1.70,32,32,9,0.30
Jaylen Carey,https://www.cbssports.com/college-basketball/players/29232762/jaylen-carey/,F,VANDY,33,1,20.2,8.0,105,215,48.8,9,39,23.1,46,81,56.8,33,1,20.2,75,114,189,5.7,33,1,26,0.8,47,1.4,0.6,33,1,19,0.60,33,1,21,0.60
Jaylen Colon,https://www.cbssports.com/college-basketball/players/29555799/jaylen-colon/,G,ALAM,30,0,9.4,2.5,24,80,30.0,22,71,31.0,5,6,83.3,30,0,9.4,7,28,35,1.2,30,0,33,1.1,10,0.3,3.3,30,0,12,0.40,30,0,1,0.00
Jaylen Crocker-Johnson,https://www.cbssports.com/college-basketball/players/29233656/jaylen-crocker-johnson/,F,COLOST,36,29,21.4,9.0,114,232,49.1,34,96,35.4,63,83,75.9,36,29,21.4,45,113,158,4.4,36,29,29,0.8,34,0.9,0.9,36,29,10,0.30,36,29,27,0.80
Jaylen Curry,https://www.cbssports.com/college-basketball/players/29231544/jaylen-curry/,G,UMASS,29,29,30.3,13.3,131,361,36.3,47,136,34.6,78,121,64.5,29,29,30.3,24,85,109,3.8,29,29,112,3.9,42,1.4,2.7,29,29,35,1.20,29,29,3,0.10
Jaylen Dorsey,https://www.cbssports.com/college-basketball/players/28951925/jaylen-dorsey/,G,WKY,17,1,5.5,0.6,3,12,25.0,2,8,25.0,3,4,75.0,17,1,5.5,4,10,14,0.8,17,1,3,0.2,3,0.2,1.0,17,1,3,0.20,17,1,0,0.00
Jaylen Jenkins,https://www.cbssports.com/college-basketball/players/29233074/jaylen-jenkins/,G,ODU,2,0,3.5,1.0,1,1,100.0,0,0,—,0,0,—,2,0,3.5,0,1,1,0.5,2,0,0,0.0,0,0.0,—,2,0,0,0.00,2,0,0,0.00
Jaylen Jones,https://www.cbssports.com/college-basketball/players/29233560/jaylen-jones/,G,OAK,32,1,21.9,5.5,57,153,37.3,14,51,27.5,47,56,83.9,32,1,21.9,17,73,90,2.8,32,1,98,3.1,51,1.6,1.9,32,1,37,1.20,32,1,1,0.00
Jaylen Jones,https://www.cbssports.com/college-basketball/players/29556771/jaylen-jones/,G,TEXST,9,0,4.3,1.4,5,10,50.0,0,4,0.0,3,4,75.0,9,0,4.3,1,2,3,0.3,9,0,3,0.3,2,0.2,1.5,9,0,1,0.10,9,0,1,0.10
Jaylen Murphy,https://www.cbssports.com/college-basketball/players/29559420/jaylen-murphy/,G,TOLEDO,5,0,3.2,1.0,2,7,28.6,1,5,20.0,0,0,—,5,0,3.2,0,1,1,0.2,5,0,1,0.2,1,0.2,1.0,5,0,1,0.20,5,0,0,0.00
Jaylen Murray,https://www.cbssports.com/college-basketball/players/26804406/jaylen-murray/,G,MISS,36,31,30.5,10.3,129,318,40.6,60,162,37.0,54,66,81.8,36,31,30.5,4,74,78,2.2,36,31,124,3.4,47,1.3,2.6,36,31,50,1.40,36,31,7,0.20
Jaylen Pazon,https://www.cbssports.com/college-basketball/players/29557770/jaylen-pazon/,G,VMI,17,0,9.8,3.3,20,41,48.8,7,17,41.2,9,14,64.3,17,0,9.8,4,20,24,1.4,17,0,3,0.2,12,0.7,0.3,17,0,5,0.30,17,0,3,0.20
Jaylen Peterson,https://www.cbssports.com/college-basketball/players/28954790/jaylen-peterson/,F,PRESBY,33,10,21.4,6.0,79,142,55.6,0,0,—,41,72,56.9,33,10,21.4,76,110,186,5.6,33,10,27,0.8,26,0.8,1.0,33,10,26,0.80,33,10,52,1.60
Jaylen Searles,https://www.cbssports.com/college-basketball/players/29231625/jaylen-searles/,G,NICHST,30,22,21.3,6.5,67,198,33.8,33,93,35.5,28,52,53.8,30,22,21.3,21,113,134,4.5,30,22,37,1.2,42,1.4,0.9,30,22,30,1.00,30,22,18,0.60
Jaylen Smith,https://www.cbssports.com/college-basketball/players/29231688/jaylen-smith/,G,UNF,32,32,27.5,11.4,122,295,41.4,62,179,34.6,58,85,68.2,32,32,27.5,11,57,68,2.1,32,32,181,5.7,86,2.7,2.1,32,32,41,1.30,32,32,4,0.10
Jaylen Thompson,https://www.cbssports.com/college-basketball/players/28955864/jaylen-thompson/,F,STNFRD,20,2,5.8,1.4,9,28,32.1,2,11,18.2,8,10,80.0,20,2,5.8,15,6,21,1.1,20,2,1,0.1,3,0.2,0.3,20,2,3,0.20,20,2,4,0.20
Jaylen Washington,https://www.cbssports.com/college-basketball/players/29558724/jaylen-washington/,G,TEXPA,22,0,13.9,2.8,23,75,30.7,9,42,21.4,7,10,70.0,22,0,13.9,11,22,33,1.5,22,0,47,2.1,20,0.9,2.4,22,0,19,0.90,22,0,0,0.00
Jaylen Wysinger,https://www.cbssports.com/college-basketball/players/29241151/jaylen-wysinger/,G,TEXSO,23,0,17.3,7.0,54,126,42.9,17,60,28.3,37,46,80.4,23,0,17.3,6,38,44,1.9,23,0,36,1.6,32,1.4,1.1,23,0,18,0.80,23,0,1,0.00
Jaylin Henderson,https://www.cbssports.com/college-basketball/players/29231874/jaylin-henderson/,G,PORTST,32,30,32.4,13.0,153,354,43.2,56,170,32.9,53,78,67.9,32,30,32.4,18,105,123,3.8,32,30,55,1.7,63,2.0,0.9,32,30,41,1.30,32,30,19,0.60
Jaylin Jackson-Posey,https://www.cbssports.com/college-basketball/players/3178464/jaylin-jackson-posey/,G,TEXSO,29,21,18.9,4.9,53,163,32.5,26,96,27.1,10,13,76.9,29,21,18.9,6,63,69,2.4,29,21,38,1.3,22,0.8,1.7,29,21,27,0.90,29,21,6,0.20
Jaylin Sellers,https://www.cbssports.com/college-basketball/players/26776643/jaylin-sellers/,G,UCF,3,1,15.7,6.0,7,14,50.0,2,5,40.0,2,2,100.0,3,1,15.7,1,3,4,1.3,3,1,3,1.0,6,2.0,0.5,3,1,1,0.30,3,1,0,0.00
Jaylin Stewart,https://www.cbssports.com/college-basketball/players/29231313/jaylin-stewart/,F,UCONN,35,12,17.9,5.4,73,134,54.5,24,66,36.4,18,25,72.0,35,12,17.9,30,53,83,2.4,35,12,33,0.9,25,0.7,1.3,35,12,5,0.10,35,12,12,0.30
Jaylon Gibson,https://www.cbssports.com/college-basketball/players/3178114/jaylon-gibson/,F,CHARSO,12,3,16.2,5.8,28,45,62.2,0,0,—,14,28,50.0,12,3,16.2,15,35,50,4.2,12,3,3,0.3,11,0.9,0.3,12,3,1,0.10,12,3,8,0.70
Jaylon Johnson,https://www.cbssports.com/college-basketball/players/29557032/jaylon-johnson/,G,TNTECH,32,32,35,14.3,142,355,40.0,75,211,35.5,97,118,82.2,32,32,35,24,108,132,4.1,32,32,153,4.8,69,2.2,2.2,32,32,50,1.60,32,32,1,0.00
Jaylon McDaniel,https://www.cbssports.com/college-basketball/players/29233296/jaylon-mcdaniel/,F,LINDEN,18,13,12.9,5.4,40,70,57.1,0,0,—,18,31,58.1,18,13,12.9,26,19,45,2.5,18,13,5,0.3,20,1.1,0.3,18,13,5,0.30,18,13,9,0.50
Jaylon Sanders,https://www.cbssports.com/college-basketball/players/29241346/jaylon-sanders/,G,MVSU,1,0,1,0.0,0,0,—,0,0,—,0,0,—,1,0,1,0,0,0,0.0,1,0,0,0.0,0,0.0,—,1,0,0,0.00,1,0,0,0.00
Jayme Mitchell Jr.,https://www.cbssports.com/college-basketball/players/26799959/jayme-mitchell-jr/,G,JACKST,30,9,23.3,10.4,97,252,38.5,61,164,37.2,58,74,78.4,30,9,23.3,26,85,111,3.7,30,9,15,0.5,39,1.3,0.4,30,9,29,1.00,30,9,9,0.30
Jaymien Aponte,https://www.cbssports.com/college-basketball/players/29559483/jaymien-aponte/,G,RI,4,0,1.3,0.0,0,1,0.0,0,0,—,0,0,—,4,0,1.3,0,2,2,0.5,4,0,0,0.0,1,0.3,0.0,4,0,0,0.00,4,0,1,0.30
Jayshayne Woodard,https://www.cbssports.com/college-basketball/players/29555343/jayshayne-woodard/,G,ECU,33,9,21.5,5.8,68,156,43.6,9,31,29.0,48,74,64.9,33,9,21.5,49,85,134,4.1,33,9,63,1.9,47,1.4,1.3,33,9,39,1.20,33,9,30,0.90
Jayson Kent,https://www.cbssports.com/college-basketball/players/3177392/jayson-kent/,F,TEXAS,27,3,17.2,5.6,56,110,50.9,10,37,27.0,30,53,56.6,27,3,17.2,46,43,89,3.3,27,3,12,0.4,26,1.0,0.5,27,3,13,0.50,27,3,7,0.30
Jayson Morgan,https://www.cbssports.com/college-basketball/players/29558658/jayson-morgan/,F,FURMAN,5,0,4.4,1.8,4,8,50.0,0,0,—,1,6,16.7,5,0,4.4,5,6,11,2.2,5,0,1,0.2,3,0.6,0.3,5,0,2,0.40,5,0,0,0.00
Jayson Petty,https://www.cbssports.com/college-basketball/players/29233347/jayson-petty/,G,UMKC,33,32,28.2,11.0,102,294,34.7,43,167,25.7,115,152,75.7,33,32,28.2,38,114,152,4.6,33,32,23,0.7,52,1.6,0.4,33,32,30,0.90,33,32,10,0.30
Jayson Williams-Johnson,https://www.cbssports.com/college-basketball/players/29555598/jayson-williams-johnson/,G,OREG,7,0,1.7,0.3,1,4,25.0,0,0,—,0,0,—,7,0,1.7,0,0,0,0.0,7,0,2,0.3,1,0.1,2.0,7,0,1,0.10,7,0,0,0.00
Jayson Woodrich,https://www.cbssports.com/college-basketball/players/3178301/jayson-woodrich/,G,OAK,34,22,18.8,5.3,59,186,31.7,37,144,25.7,25,35,71.4,34,22,18.8,11,76,87,2.6,34,22,26,0.8,19,0.6,1.4,34,22,23,0.70,34,22,0,0.00
Jayvon Maughmer,https://www.cbssports.com/college-basketball/players/29556417/jayvon-maughmer/,G,LIB,35,33,28.6,8.7,119,253,47.0,44,136,32.4,23,41,56.1,35,33,28.6,26,126,152,4.3,35,33,52,1.5,39,1.1,1.3,35,33,33,0.90,35,33,16,0.50
Jazz Gardner,https://www.cbssports.com/college-basketball/players/29231535/jazz-gardner/,C,UOP,33,27,17.7,4.6,71,118,60.2,1,2,50.0,8,18,44.4,33,27,17.7,50,74,124,3.8,33,27,12,0.4,20,0.6,0.6,33,27,7,0.20,33,27,19,0.60
Je'Shawn Stevenson,https://www.cbssports.com/college-basketball/players/29558967/jeshawn-stevenson/,G,CLEVST,36,0,19.5,9.8,122,274,44.5,39,113,34.5,70,83,84.3,36,0,19.5,41,46,87,2.4,36,0,35,1.0,41,1.1,0.9,36,0,49,1.40,36,0,7,0.20
Jean Aranguren,https://www.cbssports.com/college-basketball/players/29233557/jean-aranguren/,G,HOFSTRA,33,33,32.6,14.2,161,393,41.0,52,152,34.2,95,132,72.0,33,33,32.6,23,159,182,5.5,33,33,138,4.2,78,2.4,1.8,33,33,36,1.10,33,33,11,0.30
