name,profile,position,class,height,weight,high_school,hometown,rating,nil_value,status,last_team,new_team,ProfileURL,Position,Team,GP,GS,MPG,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,GP.1,GS.1,MPG.1,OREB,DREB,REB,RPG,GP.2,GS.2,AST,APG,TO,TOPG,A/TO,GP.3,GS.3,STL,SPG,GP.4,GS.4,BLK,BPG
Kuluel Mading,https://www.on3.com/db/kuluel-mading-76160/,PF,SR,6-9,208,The Burlington School,"(Burlington, NC)",87.00,,Entered,Norfolk State,,https://www.cbssports.com/college-basketball/players/26777429/kuluel-mading/,F,NORFLK,35,28,22.2,7.2,103,181,56.9,10,31,32.3,36,68,52.9,35,28,22.2,53,93,146,4.2,35,28,20,0.6,44,1.3,0.5,35,28,4,0.10,35,28,43,1.20
Kyan Evans,https://www.on3.com/db/kyan-evans-158046/,PG,SO,6-1,170,Staley,"(Kansas City, MO)",93.88,,Committed,Colorado State,North Carolina Tar Heels,https://www.cbssports.com/college-basketball/players/29231190/kyan-evans/,G,COLOST,36,36,28.4,10.6,121,257,47.1,70,157,44.6,69,81,85.2,36,36,28.4,19,86,105,2.9,36,36,111,3.1,70,1.9,1.6,36,36,28,0.80,36,36,3,0.10
KyeRon Lindsay,https://www.on3.com/db/kyeron-lindsay-147571/,PF,JR,6-7,215,Guyer,"(Denton, TX)",88.00,,Entered,Murray State,,https://www.cbssports.com/college-basketball/players/28953629/kyeron-lindsay/,F,MURYST,32,3,15.2,6.6,88,170,51.8,0,1,0.0,35,49,71.4,32,3,15.2,44,93,137,4.3,32,3,17,0.5,32,1.0,0.5,32,3,25,0.80,32,3,27,0.80
Kyle Cuffe Jr.,https://www.on3.com/db/kyle-cuffe-jr-76525/,SG,RS-JR,6-2,185,Blair Academy,"(Blairstown, NJ)",87.00,,Entered,Syracuse,,https://www.cbssports.com/college-basketball/players/26778431/kyle-cuffe-jr/,G,CUSE,30,0,12.3,5.2,44,131,33.6,19,63,30.2,48,61,78.7,30,0,12.3,9,24,33,1.1,30,0,16,0.5,25,0.8,0.6,30,0,13,0.40,30,0,2,0.10
Kyle Marshall,https://www.on3.com/db/kyle-marshall-250549/,SG,FR,6-4,,Air Force Academy Prep School,"(Oyster Bay, NY)",,,Entered,Air Force,,https://www.cbssports.com/college-basketball/players/29593269/kyle-marshall/,G,AF,30,17,25.8,6.9,69,156,44.2,12,34,35.3,57,89,64.0,30,17,25.8,16,108,124,4.1,30,17,51,1.7,65,2.2,0.8,30,17,31,1.00,30,17,15,0.50
Kyler Vanderjagt,https://www.on3.com/db/kyler-vanderjagt-77163/,SG,JR,6-2,182,Northview,"(Grand Rapids, MI)",,,Committed,Central Michigan,Toledo Rockets,https://www.cbssports.com/college-basketball/players/28955375/kyler-vanderjagt/,G,CMICH,31,7,28.1,11.2,120,253,47.4,41,108,38.0,67,84,79.8,31,7,28.1,9,63,72,2.3,31,7,38,1.2,43,1.4,0.9,31,7,29,0.90,31,7,4,0.10
Kyrell Luc,https://www.on3.com/db/kyrell-luc-155015/,PG,SR,5-11,164,Brimmer And May School,"(Chestnut Hill, MA)",89.00,,Entered,Longwood,,https://www.cbssports.com/college-basketball/players/26778299/kyrell-luc/,G,LONGWD,32,29,28,10.8,106,247,42.9,15,64,23.4,117,153,76.5,32,29,28,16,76,92,2.9,32,29,104,3.3,71,2.2,1.5,32,29,58,1.80,32,29,11,0.30
Kyric Davis,https://www.on3.com/db/kyric-davis-250304/,SG,JR,6-5,198,Sumter County,"(Americus, GA)",,,Entered,West Georgia,,https://www.cbssports.com/college-basketball/players/29555481/kyric-davis/,G,WESTGA,31,21,25.4,9.9,105,286,36.7,23,82,28.0,73,92,79.3,31,21,25.4,21,89,110,3.5,31,21,51,1.6,44,1.4,1.2,31,21,32,1.00,31,21,27,0.90
LJ Thomas,https://www.on3.com/db/lj-thomas-79562/,PG,JR,6-2,190,Bull City Prep,"(Carrboro, NC)",90.00,,Entered,Austin Peay,,https://www.cbssports.com/college-basketball/players/28952243/lj-thomas/,G,PEAY,31,29,31.1,14.2,166,402,41.3,16,64,25.0,92,115,80.0,31,29,31.1,26,114,140,4.5,31,29,120,3.9,60,1.9,2.0,31,29,31,1.00,31,29,3,0.10
Ladji Dembele,https://www.on3.com/db/ladji-dembele-154258/,PF,SO,6-8,245,St. Benedict Prep,"(Newark, NJ)",91.64,,Committed,Iowa,UNLV Rebels,https://www.cbssports.com/college-basketball/players/29233275/ladji-dembele/,F,IOWA,33,21,16.7,4.5,57,122,46.7,13,34,38.2,20,28,71.4,33,21,16.7,55,62,117,3.5,33,21,19,0.6,20,0.6,1.0,33,21,10,0.30,33,21,7,0.20
Lajae Jones,https://www.on3.com/db/lajae-jones-250237/,PF,JR,6-7,220,Duncan U. Fletcher,"(Jacksonville, FL)",,,Committed,St. Bonaventure University,Florida State Seminoles,https://www.cbssports.com/college-basketball/players/28996000/lajae-jones/,G,STBON,34,33,33,10.8,125,273,45.8,49,126,38.9,68,85,80.0,34,33,33,46,150,196,5.8,34,33,21,0.6,35,1.0,0.6,34,33,51,1.50,34,33,28,0.80
Lamar Wilkerson,https://www.on3.com/db/lamar-wilkerson-241674/,SG,SR,6-4,205,Ashdown,"(Ashdown, AR)",95.76,,Committed,Sam Houston State,Indiana Hoosiers,https://www.cbssports.com/college-basketball/players/28952504/lamar-wilkerson/,G,SAMHOU,32,32,34.9,20.5,229,480,47.7,109,245,44.5,88,107,82.2,32,32,34.9,34,95,129,4.0,32,32,66,2.1,62,1.9,1.1,32,32,36,1.10,32,32,8,0.30
Landin Hacker,https://www.on3.com/db/landin-hacker-250075/,PG,RS-JR,6-0,185,Center Grove,"(Greenwood, IN)",,,Entered,Bellarmine,,https://www.cbssports.com/college-basketball/players/26778926/landin-hacker/,G,BELLAR,30,6,17.8,5.5,56,116,48.3,37,87,42.5,15,20,75.0,30,6,17.8,2,39,41,1.4,30,6,27,0.9,17,0.6,1.6,30,6,11,0.40,30,6,5,0.20
Landon Glasper,https://www.on3.com/db/landon-glasper-241959/,CG,JR,6-2,170,Fayetteville,"(Fayetteville, AR)",,,Entered,North Carolina A&T,,https://www.cbssports.com/college-basketball/players/29271918/landon-glasper/,G,NCAT,21,20,35.7,18.5,127,383,33.2,70,210,33.3,64,78,82.1,21,20,35.7,8,66,74,3.5,21,20,49,2.3,37,1.8,1.3,21,20,30,1.40,21,20,5,0.20
Landren Blocker,https://www.on3.com/db/landren-blocker-179186/,SG,FR,6-4,195,Little Rock Christian Academy,"(Little Rock, AR)",82.25,,Committed,Louisiana Tech,Southeast Missouri State Redhawks,https://www.cbssports.com/college-basketball/players/29555475/landren-blocker/,G,LATECH,13,0,5.5,1.2,6,9,66.7,0,0,—,3,8,37.5,13,0,5.5,5,8,13,1.0,13,0,1,0.1,4,0.3,0.3,13,0,3,0.20,13,0,3,0.20
Langston Love,https://www.on3.com/db/langston-love-78110/,SG,RS-JR,6-4,190,Montverde Academy,"(San Antonio, TX)",96.68,,Committed,Baylor,Georgetown Hoyas,https://www.cbssports.com/college-basketball/players/26778170/langston-love/,G,BAYLOR,20,12,26.3,8.9,58,149,38.9,28,86,32.6,33,37,89.2,20,12,26.3,21,35,56,2.8,20,12,24,1.2,22,1.1,1.1,20,12,14,0.70,20,12,3,0.20
Langston Reynolds,https://www.on3.com/db/langston-reynolds-147726/,CG,JR,6-4,205,Colorado Prep,"(Denver, CO)",90.40,,Committed,Northern Colorado,Minnesota Golden Gophers,https://www.cbssports.com/college-basketball/players/28952837/langston-reynolds/,G,NCOLO,34,34,32.9,16.0,210,354,59.3,18,44,40.9,105,157,66.9,34,34,32.9,35,156,191,5.6,34,34,117,3.4,93,2.7,1.3,34,34,30,0.90,34,34,17,0.50
Larry Hughes Jr.,https://www.on3.com/db/larry-hughes-jr-145028/,SG,JR,6-4,165,Christian Brothers College,"(Saint Louis, MO)",88.00,,Entered,Saint Louis,,https://www.cbssports.com/college-basketball/players/28953395/larry-hughes-ii/,G,STLOU,7,0,15,4.7,12,30,40.0,9,26,34.6,0,0,—,7,0,15,2,13,15,2.1,7,0,5,0.7,3,0.4,1.7,7,0,1,0.10,7,0,2,0.30
Lathan Sommerville,https://www.on3.com/db/lathan-sommerville-153792/,C,FR,6-8,225,The Skill Factory,"(Peoria, IL)",92.50,,Committed,Rutgers,Washington Huskies,https://www.cbssports.com/college-basketball/players/29559504/lathan-sommerville/,C,RUT,32,15,20.9,8.2,89,176,50.6,1,9,11.1,82,95,86.3,32,15,20.9,41,90,131,4.1,32,15,19,0.6,36,1.1,0.5,32,15,13,0.40,32,15,18,0.60
Lawson Lovering,https://www.on3.com/db/lawson-lovering-78701/,C,SR,7-0,220,Cheyenne Central,"(Cheyenne, WY)",90.00,,Entered,Utah,,https://www.cbssports.com/college-basketball/players/26777381/lawson-lovering/,C,UTAH,28,28,23.8,8.4,95,179,53.1,0,2,0.0,45,113,39.8,28,28,23.8,64,74,138,4.9,28,28,76,2.7,46,1.6,1.7,28,28,12,0.40,28,28,25,0.90
Layne Taylor,https://www.on3.com/db/layne-taylor-237868/,PG,FR,5-9,175,Farmington,"(Farmington, AR)",90.00,,Committed,Central Arkansas,Murray State Racers,https://www.cbssports.com/college-basketball/players/29558946/layne-taylor/,G,CARK,20,20,35.5,17.4,121,309,39.2,64,190,33.7,42,47,89.4,20,20,35.5,11,60,71,3.6,20,20,73,3.7,33,1.7,2.2,20,20,37,1.90,20,20,3,0.20
LeJuan Watts,https://www.on3.com/db/lejuan-watts-242426/,SF,RS-SO,6-6,235,Bullard,"(Fresno, CA)",96.14,,Committed,Washington State,Texas Tech Red Raiders,https://www.cbssports.com/college-basketball/players/28953545/lejuan-watts/,F,WASHST,34,34,31.5,13.7,167,304,54.9,27,64,42.2,105,143,73.4,34,34,31.5,53,175,228,6.7,34,34,149,4.4,111,3.3,1.3,34,34,36,1.10,34,34,17,0.50
Leland Walker,https://www.on3.com/db/leland-walker-78910/,CG,JR,6-0,155,North Central,"(Indianapolis, IN)",89.00,,Entered,Florida Atlantic,,https://www.cbssports.com/college-basketball/players/28954418/leland-walker/,G,FAU,33,33,28.5,9.2,107,287,37.3,32,108,29.6,56,73,76.7,33,33,28.5,14,74,88,2.7,33,33,149,4.5,80,2.4,1.9,33,33,35,1.10,33,33,3,0.10
Liutauras Lelevicius,https://www.on3.com/db/liutauras-lelevicius-244763/,SG,FR,6-7,200,Lithuania,(Vilnius),91.67,,Entered,Oregon State,,https://www.cbssports.com/college-basketball/players/29598656/liutauras-lelevicius/,G,OREGST,33,24,26.8,8.7,96,200,48.0,36,95,37.9,58,68,85.3,33,24,26.8,44,89,133,4.0,33,24,40,1.2,31,0.9,1.3,33,24,17,0.50,33,24,9,0.30
Louie Jordan,https://www.on3.com/db/louie-jordan-234461/,SF,JR,6-9,220,Charnwood College,(Leicester),,,Entered,University of Maryland Baltimore County,,https://www.cbssports.com/college-basketball/players/28954625/louie-jordan/,F,UMBC,31,30,22.3,7.5,76,157,48.4,59,121,48.8,23,29,79.3,31,30,22.3,11,109,120,3.9,31,30,28,0.9,41,1.3,0.7,31,30,14,0.50,31,30,11,0.40
Louis Lesmond,https://www.on3.com/db/louis-lesmond-80222/,SG,SR,6-5,190,Notre Dame College Prep,"(Evanston, IL)",85.00,,Entered,Harvard,,https://www.cbssports.com/college-basketball/players/26779133/louis-lesmond/,G,HARV,22,20,29.3,7.9,56,156,35.9,28,97,28.9,33,45,73.3,22,20,29.3,19,50,69,3.1,22,20,34,1.5,24,1.1,1.4,22,20,14,0.60,22,20,9,0.40
Lu'Cye Patterson,https://www.on3.com/db/lucye-patterson-80282/,PG,SR,6-2,195,Brooklyn Center Secondary,"(Minneapolis, MN)",89.00,,Entered,Minnesota,,https://www.cbssports.com/college-basketball/players/3177882/lucye-patterson/,G,MINN,32,32,33.2,11.6,128,348,36.8,37,140,26.4,77,104,74.0,32,32,33.2,11,103,114,3.6,32,32,103,3.2,40,1.3,2.6,32,32,29,0.90,32,32,8,0.30
Lucas Scroggins,https://www.on3.com/db/lucas-scroggins-250273/,PF,SO,6-9,215,C. D. Hylton,"(Woodbridge, VA)",,,Entered,Valparaiso,,https://www.cbssports.com/college-basketball/players/29231748/lucas-scroggins/,F,VALPO,6,0,5.3,3.0,9,9,100.0,0,0,—,0,2,0.0,6,0,5.3,5,5,10,1.7,6,0,2,0.3,4,0.7,0.5,6,0,1,0.20,6,0,4,0.70
Lucas Taylor,https://www.on3.com/db/lucas-taylor-80393/,SG,SR,6-5,195,Heritage,"(Wake Forest, NC)",,,Entered,Syracuse,,https://www.cbssports.com/college-basketball/players/26778695/lucas-taylor/,G,CUSE,33,22,21.5,6.0,70,157,44.6,32,87,36.8,27,32,84.4,33,22,21.5,11,67,78,2.4,33,22,24,0.7,25,0.8,1.0,33,22,16,0.50,33,22,5,0.20
Lukas Walls,https://www.on3.com/db/lukas-walls-250524/,SG,SO,6-5,203,Webb School of Knoxville,"(Knoxville, TN)",,,Entered,Samford,,https://www.cbssports.com/college-basketball/players/29235151/lukas-walls/,G,SAMFORD,33,0,21.7,5.8,64,142,45.1,30,78,38.5,32,45,71.1,33,0,21.7,43,67,110,3.3,33,0,44,1.3,24,0.7,1.8,33,0,40,1.20,33,0,2,0.10
Luke Bamgboye,https://www.on3.com/db/luke-bamgboye-150951/,PF,FR,6-10,190,Compass Prep,(London),90.88,,Entered,VCU,,https://www.cbssports.com/college-basketball/players/29557008/luke-bamgboye/,F,VCU,35,24,16.8,3.8,58,97,59.8,0,1,0.0,18,37,48.6,35,24,16.8,59,57,116,3.3,35,24,16,0.5,25,0.7,0.6,35,24,19,0.50,35,24,75,2.10
Luke Hunger,https://www.on3.com/db/luke-hunger-147563/,PF,JR,6-10,255,Northfield Mount Hermon,"(GILL, MA)",85.80,,Committed,Northwestern,George Washington University Colonials,https://www.cbssports.com/college-basketball/players/28953551/luke-hunger/,F,NWEST,25,0,12.6,2.8,32,84,38.1,2,18,11.1,5,8,62.5,25,0,12.6,28,31,59,2.4,25,0,29,1.2,13,0.5,2.2,25,0,1,0.00,25,0,2,0.10
Luke Jungers,https://www.on3.com/db/luke-jungers-225577/,PF,JR,6-9,220,Creighton Preparatory School,"(Omaha, NE)",,,Entered,Iona,,https://www.cbssports.com/college-basketball/players/28951778/luke-jungers/,F,IONA,31,19,18.4,5.5,58,153,37.9,47,132,35.6,8,13,61.5,31,19,18.4,4,39,43,1.4,31,19,23,0.7,23,0.7,1.0,31,19,21,0.70,31,19,13,0.40
Luke McEldon,https://www.on3.com/db/luke-mceldon-152265/,C,SO,6-10,230,Cushing Academy,"(Ashburnham, MA)",,,Committed,Santa Clara University,Utah Valley University Wolverines,https://www.cbssports.com/college-basketball/players/29233638/luke-mceldon/,F,SNCLRA,3,0,3,2.0,3,3,100.0,0,0,—,0,0,—,3,0,3,2,1,3,1.0,3,0,0,0.0,3,1.0,0.0,3,0,0,0.00,3,0,0,0.00
Luke Northweather,https://www.on3.com/db/luke-northweather-154482/,C,RS-SO,6-11,240,Blair Oaks,"(Jefferson City, MO)",88.50,,Committed,Oklahoma,Missouri Tigers,https://www.cbssports.com/college-basketball/players/28955120/luke-northweather/,F,OKLA,30,0,11.4,2.7,27,63,42.9,17,50,34.0,10,14,71.4,30,0,11.4,7,37,44,1.5,30,0,11,0.4,3,0.1,3.7,30,0,2,0.10,30,0,7,0.20
MJ Collins,https://www.on3.com/db/mj-collins-147021/,SG,JR,6-4,190,Westminster Catawba Christian School,"(Rock Hill, SC)",90.41,,Committed,Vanderbilt,Utah State Aggies,https://www.cbssports.com/college-basketball/players/28955012/mj-collins/,G,VANDY,32,1,20.1,7.4,84,200,42.0,27,92,29.3,43,59,72.9,32,1,20.1,25,49,74,2.3,32,1,16,0.5,30,0.9,0.5,32,1,19,0.60,32,1,0,0.00
Macaleab Rich,https://www.on3.com/db/macaleab-rich-157620/,PF,SO,6-7,225,East St. Louis,"(East Saint Louis, IL)",89.50,,Entered,Kansas State,,https://www.cbssports.com/college-basketball/players/29232096/macaleab-rich/,G,KSTATE,13,0,12.6,5.9,29,45,64.4,4,7,57.1,15,18,83.3,13,0,12.6,9,20,29,2.2,13,0,2,0.2,13,1.0,0.2,13,0,5,0.40,13,0,0,0.00
Mackenzie Mgbako,https://www.on3.com/db/mackenzie-mgbako-81211/,SF,SO,6-8,210,Roselle Catholic,"(Gladstone, NJ)",94.78,,Committed,Indiana,Texas A&M Aggies,https://www.cbssports.com/college-basketball/players/29232450/mackenzie-mgbako/,F,IND,32,31,25.3,12.2,139,318,43.7,47,143,32.9,64,79,81.0,32,31,25.3,39,107,146,4.6,32,31,34,1.1,38,1.2,0.9,32,31,10,0.30,32,31,15,0.50
Magoon Gwath,https://www.on3.com/db/magoon-gwath-237292/,PF,RS-FR,6-11,210,Veritas Prep,"(Garden Grove, CA)",,,Entered,San Diego State,,https://www.cbssports.com/college-basketball/players/29231121/magoon-gwath/,F,SDGST,26,26,24.9,8.5,85,168,50.6,17,45,37.8,34,54,63.0,26,26,24.9,48,88,136,5.2,26,26,19,0.7,39,1.5,0.5,26,26,11,0.40,26,26,68,2.60
Mak Manciel,https://www.on3.com/db/mak-manciel-173957/,CG,SR,6-3,197,Adlai Stevenson,"(Detroit, MI)",89.00,,Entered,Detroit Mercy,,https://www.cbssports.com/college-basketball/players/28955732/mak-manciel/,G,DTROIT,12,6,21.3,11.1,42,98,42.9,22,52,42.3,27,36,75.0,12,6,21.3,5,22,27,2.3,12,6,17,1.4,22,1.8,0.8,12,6,7,0.60,12,6,0,0.00
Makhi Myles,https://www.on3.com/db/makhi-myles-155466/,SF,FR,6-6,195,Sunrise Christian Post Grad,"(Starkville, MS)",,,Committed,UAB,Southeastern Louisiana Lions,https://www.cbssports.com/college-basketball/players/29555763/makhi-myles/,G,UAB,11,0,2.7,0.2,1,7,14.3,0,2,0.0,0,0,—,11,0,2.7,3,6,9,0.8,11,0,0,0.0,2,0.2,0.0,11,0,0,0.00,11,0,2,0.20
Malachi Palmer,https://www.on3.com/db/malachi-palmer-81449/,SG,FR,6-5,185,Mt Zion Baptist Christian School,"(Harrisburg, PA)",89.00,,Entered,Maryland,,https://www.cbssports.com/college-basketball/players/29557971/malachi-palmer/,G,MD,22,0,8.2,1.6,13,39,33.3,6,22,27.3,4,9,44.4,22,0,8.2,5,25,30,1.4,22,0,6,0.3,2,0.1,3.0,22,0,3,0.10,22,0,1,0.00
Malachi Smith,https://www.on3.com/db/malachi-smith-81458/,CG,RS-JR,6-0,155,St. Raymond For Boys,"(Bronx, NY)",91.91,,Committed,Dayton,Connecticut Huskies,https://www.cbssports.com/college-basketball/players/26778083/malachi-smith/,G,DAYTON,33,31,27.8,10.4,115,271,42.4,31,81,38.3,81,113,71.7,33,31,27.8,16,81,97,2.9,33,31,174,5.3,70,2.1,2.5,33,31,34,1.00,33,31,1,0.00
Malcolm Christie,https://www.on3.com/db/malcolm-christie-250146/,SG,SR,6-5,185,Fredericton,"(Fredericton, NB)",,,Entered,Oakland,,https://www.cbssports.com/college-basketball/players/29557350/malcolm-christie/,G,OAK,32,8,19.9,8.3,79,241,32.8,72,224,32.1,37,53,69.8,32,8,19.9,8,30,38,1.2,32,8,12,0.4,20,0.6,0.6,32,8,11,0.30,32,8,3,0.10
Malcolm Wilson,https://www.on3.com/db/malcolm-wilson-81652/,C,SR,6-11,205,Ridge View,"(Columbia, SC)",92.73,,Entered,Queens University of Charlotte,,https://www.cbssports.com/college-basketball/players/3149591/malcolm-wilson/,F,QUEENC,35,35,22.2,5.2,84,126,66.7,0,1,0.0,15,53,28.3,35,35,22.2,60,133,193,5.5,35,35,24,0.7,39,1.1,0.6,35,35,14,0.40,35,35,115,3.30
Malek Gomma,https://www.on3.com/db/malek-gomma-250173/,PF,SO,6-8,245,Elite Prep,"(Seattle, WA)",,,Entered,Seattle University,,https://www.cbssports.com/college-basketball/players/29232693/malek-gomma/,F,SEATTLE,26,9,13.5,3.3,37,64,57.8,0,0,—,13,26,50.0,26,9,13.5,39,47,86,3.3,26,9,11,0.4,11,0.4,1.0,26,9,11,0.40,26,9,5,0.20
Malik Moore,https://www.on3.com/db/malik-moore-147626/,SG,JR,6-5,185,Heritage Christian School,"(Northridge, CA)",91.99,,Committed,Montana,Xavier Musketeers,https://www.cbssports.com/college-basketball/players/28953554/malik-moore/,G,MNTNA,30,29,30.4,12.6,129,283,45.6,61,149,40.9,59,71,83.1,30,29,30.4,7,89,96,3.2,30,29,73,2.4,38,1.3,1.9,30,29,23,0.80,30,29,3,0.10
Malik Reneau,https://www.on3.com/db/malik-reneau-81971/,PF,JR,6-8,210,Montverde Academy,"(Hialeah, FL)",96.21,$1.6M,Committed,Indiana,Miami Hurricanes,https://www.cbssports.com/college-basketball/players/28952867/malik-reneau/,F,IND,26,19,23.2,13.3,139,252,55.2,3,24,12.5,66,90,73.3,26,19,23.2,43,100,143,5.5,26,19,52,2.0,41,1.6,1.3,26,19,21,0.80,26,19,14,0.50
Malik Thomas,https://www.on3.com/db/malik-thomas-82021/,CG,SR,6-5,190,Damien,"(La Verne, CA)",94.91,,Entered,University of San Francisco,,https://www.cbssports.com/college-basketball/players/26790550/malik-thomas/,G,SANFRAN,34,34,31.7,19.9,208,468,44.4,71,180,39.4,189,222,85.1,34,34,31.7,20,112,132,3.9,34,34,73,2.1,69,2.0,1.1,34,34,55,1.60,34,34,2,0.10
Malique Ewin,https://www.on3.com/db/malique-ewin-82083/,PF,JR,6-10,220,Berkmar,"(Lilburn, GA)",94.41,,Committed,Florida State,Arkansas Razorbacks,https://www.cbssports.com/college-basketball/players/28952063/malique-ewin/,F,FSU,30,30,26.2,14.2,174,292,59.6,0,1,0.0,79,121,65.3,30,30,26.2,92,137,229,7.6,30,30,52,1.7,58,1.9,0.9,30,30,26,0.90,30,30,24,0.80
Marcus Adams Jr.,https://www.on3.com/db/marcus-adams-jr-175932/,SF,JR,6-8,200,Nathaniel Narbonne HS,"(Harbor City, CA)",92.38,,Committed,California State University Northridge,Arizona State Sun Devils,https://www.cbssports.com/college-basketball/players/29231913/marcus-adams-jr/,F,CSN,32,20,28.8,16.1,201,382,52.6,62,157,39.5,50,68,73.5,32,20,28.8,52,105,157,4.9,32,20,47,1.5,51,1.6,0.9,32,20,33,1.00,32,20,11,0.30
Marcus Allen,https://www.on3.com/db/marcus-allen-82469/,SF,FR,6-6,190,Norland,"(Miami, FL)",91.43,,Entered,Missouri,,https://www.cbssports.com/college-basketball/players/29557989/marcus-allen/,G,MIZZOU,26,0,9.2,2.6,18,41,43.9,2,5,40.0,30,34,88.2,26,0,9.2,17,34,51,2.0,26,0,12,0.5,15,0.6,0.8,26,0,9,0.30,26,0,2,0.10
Marcus Banks Jr.,https://www.on3.com/db/marcus-banks-jr-250340/,SG,SR,6-3,195,Fork Union Military (HS),"(Hampton, VA)",89.92,,Entered,University of Maryland Baltimore County,,https://www.cbssports.com/college-basketball/players/26777918/marcus-banks-jr/,G,UMBC,32,30,30.5,16.7,182,417,43.6,107,256,41.8,62,73,84.9,32,30,30.5,7,128,135,4.2,32,30,64,2.0,67,2.1,1.0,32,30,40,1.30,32,30,7,0.20
Marcus Hill,https://www.on3.com/db/marcus-hill-241606/,SG,SR,6-4,185,Rockford Christian Schools,"(Rockford, IL)",90.93,,Entered,NC State,,https://www.cbssports.com/college-basketball/players/3148045/marcus-hill/,G,NCST,31,25,27.5,11.5,141,311,45.3,8,39,20.5,67,89,75.3,31,25,27.5,40,80,120,3.9,31,25,49,1.6,30,1.0,1.6,31,25,23,0.70,31,25,2,0.10
Marcus Johnson,https://www.on3.com/db/marcus-johnson-250266/,PF,SR,6-7,265,St. Vincent-St. Mary,"(Akron, OH)",,,Entered,Bowling Green,,https://www.cbssports.com/college-basketball/players/29555967/marcus-johnson/,F,BGREEN,32,32,31.5,16.3,182,423,43.0,78,199,39.2,79,88,89.8,32,32,31.5,43,117,160,5.0,32,32,58,1.8,79,2.5,0.7,32,32,28,0.90,32,32,5,0.20
Marcus Overstreet,https://www.on3.com/db/marcus-overstreet-250444/,PF,SO,6-9,220,Feltrim Academy,"(Chicago, IL)",,,Entered,Mercer,,https://www.cbssports.com/college-basketball/players/29557977/marcus-overstreet/,F,MERCER,29,2,12.9,6.0,73,143,51.0,0,0,—,29,72,40.3,29,2,12.9,69,83,152,5.2,29,2,7,0.2,21,0.7,0.3,29,2,13,0.40,29,2,19,0.70
Marcus Randolph,https://www.on3.com/db/marcus-randolph-174002/,SG,SR,6-5,195,Archbishop Wood,"(Willingboro, NJ)",89.00,,Entered,Saint Peter's,,https://www.cbssports.com/college-basketball/players/26778497/marcus-randolph/,G,STPETE,28,27,35.9,14.5,114,331,34.4,61,185,33.0,116,142,81.7,28,27,35.9,31,63,94,3.4,28,27,49,1.8,58,2.1,0.8,28,27,23,0.80,28,27,4,0.10
Marcus Tankersley,https://www.on3.com/db/marcus-tankersley-241284/,SG,JR,-,,Veritas Prep Academy,"(Chattanooga, TN)",,,Entered,Alcorn State,,https://www.cbssports.com/college-basketball/players/28953092/marcus-tankersley/,G,ALCORN,32,32,27.7,10.6,119,293,40.6,3,25,12.0,97,122,79.5,32,32,27.7,11,69,80,2.5,32,32,41,1.3,45,1.4,0.9,32,32,17,0.50,32,32,1,0.00
Mari Jordan,https://www.on3.com/db/mari-jordan-145562/,SG,SO,6-6,185,Norcross,"(Dacula, GA)",89.00,,Committed,Tulane,Radford Highlanders,https://www.cbssports.com/college-basketball/players/29231760/mari-jordan/,G,TULANE,32,11,19.4,7.0,77,195,39.5,30,86,34.9,40,49,81.6,32,11,19.4,24,92,116,3.6,32,11,23,0.7,28,0.9,0.8,32,11,23,0.70,32,11,11,0.30
Markhi Strickland,https://www.on3.com/db/markhi-strickland-146144/,SG,SR,6-8,210,IMG Academy,"(Miami, FL)",,,Entered,Western Michigan,,https://www.cbssports.com/college-basketball/players/26543008/markhi-strickland/,G,WMICH,32,32,29.9,11.3,152,317,47.9,8,32,25.0,51,106,48.1,32,32,29.9,56,68,124,3.9,32,32,41,1.3,53,1.7,0.8,32,32,38,1.20,32,32,8,0.30
Marko Maletic,https://www.on3.com/db/marko-maletic-178412/,SG,SR,6-6,208,Saunders Secondary School,"(London, ON)",91.59,,Entered,Western Illinois,,https://www.cbssports.com/college-basketball/players/28953221/marko-maletic/,G,WILL,30,15,29.3,16.3,165,359,46.0,92,194,47.4,67,83,80.7,30,15,29.3,16,87,103,3.4,30,15,16,0.5,47,1.6,0.3,30,15,24,0.80,30,15,4,0.10
Marlon Barnes Jr.,https://www.on3.com/db/marlon-barnes-jr-83831/,SF,SO,6-6,180,Brush,"(Cleveland, OH)",85.50,,Entered,Pittsburgh,,https://www.cbssports.com/college-basketball/players/29234545/marlon-barnes-jr/,F,PITT,8,0,1.5,0.4,1,2,50.0,1,2,50.0,0,0,—,8,0,1.5,0,2,2,0.3,8,0,2,0.3,1,0.1,2.0,8,0,0,0.00,8,0,1,0.10
Marquel Sutton,https://www.on3.com/db/marquel-sutton-225724/,PF,SR,6-9,225,Will Rogers,"(Tulsa, OK)",93.23,,Committed,University of Nebraska at Omaha,LSU Tigers,https://www.cbssports.com/college-basketball/players/28956020/marquel-sutton/,F,OMA,35,35,32.4,18.9,235,491,47.9,28,101,27.7,164,222,73.9,35,35,32.4,56,219,275,7.9,35,35,42,1.2,65,1.9,0.6,35,35,29,0.80,35,35,10,0.30
